booking_reference,booked_at,route_id,status,departure_date,departure_time,passengers,cancellation_reason,decline_reason,payment_type,operator_id,operator_name,total_price,paid_cost,distinct_route,line_id,is_refundable,is_supplier_api,online_cancel_timestamp,approved_timestamp,decline_timestamp
BW1276305,2023-08-03,padang-bai-bali-to-gili-trawangan-island-lombok,canceled,2023-08-04,13:30:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5d5e76e288a2010001b376a6,Wahana Gili Ocean Fastboat,41.46,0,gili-trawangan-island-lombok-to-padang-bai-bali,5d5e7c38903a21649988da2c,TRUE,FALSE,2023-08-03 07:34:49.449000 UTC,,
BW1276679,2023-08-03,padang-bai-bali-to-gili-trawangan-island-lombok,canceled,2023-08-09,8:30:00,2,online cancel - My plans changed,,credit card,5d5e76e288a2010001b376a6,Wahana Gili Ocean Fastboat,39.13,0,gili-trawangan-island-lombok-to-padang-bai-bali,5d5e7c38903a21649988da2c,TRUE,FALSE,2023-08-03 12:04:44.434000 UTC,2023-08-03 08:44:25.507000 UTC,
BW1276279,2023-08-03,padang-bai-bali-to-gili-trawangan-island-lombok,canceled,2023-08-07,13:30:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5e79f57c1814cb00012caa15,Semaya One Fast Cruise,34.17,0.01,gili-trawangan-island-lombok-to-padang-bai-bali,5e79fb06903c075ae30f28b1,TRUE,FALSE,2023-08-03 05:15:26.996000 UTC,2023-08-03 05:07:59.908000 UTC,
BW1275953,2023-08-03,nusa-lembongan-to-sanur-bali,canceled,2023-08-08,10:30:00,2,online cancel - My plans changed,,credit card,6053251ac44a030001c8e9cc,The Tanis Lembongan Express,21.76,0.01,nusa-lembongan-to-sanur-bali,6053274db4c76aff14e7aed8,TRUE,FALSE,2023-08-05 07:24:55.275000 UTC,2023-08-03 01:02:14.928000 UTC,
BW1275660,2023-08-03,cat-ba-island-to-ninh-binh,declined,2024-01-31,16:30:00,4,,fully_booked,credit card,5e81cb7ca05b380001e9bce4,Ninh Binh Limousine,69.46,0,cat-ba-island-to-ninh-binh,636893fa69ec481c352a3240,TRUE,FALSE,,,2023-08-02 23:11:11.520000 UTC
BW1276434,2023-08-03,rayong-to-bangkok,canceled,2023-08-07,15:30:00,2,online cancel - I found a cheaper trip elsewhere,,credit card,5eafe085b5e165000166a7bb,BH Rayong,15.03,0.11,bangkok-to-rayong,5eafe677fecfed2518dc6b9b,TRUE,FALSE,2023-08-05 06:07:01.415000 UTC,2023-08-03 08:26:14.760000 UTC,
BW1277980,2023-08-03,sapa-to-hanoi,canceled,2023-08-05,14:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5ee76d633edb470001174cc4,Sapa Dragon Express,19.31,11.74,hanoi-to-sapa,5ee76ff5813e4777d0b12f68,TRUE,FALSE,2023-08-04 10:05:52.978000 UTC,2023-08-03 17:58:57.186000 UTC,
BW1275852,2023-08-03,holbox-to-cancun,canceled,2023-08-05,8:45:00,1,online cancel - I found a cheaper trip elsewhere,,credit card,5f573c15a3b96b000139fd15,Transfer Holbox,36.62,0.51,cancun-to-holbox,63738cf82bc7468fb552883d,TRUE,TRUE,2023-08-04 13:34:57.117000 UTC,2023-08-02 23:12:22.875000 UTC,
BW1278031,2023-08-03,ho-chi-minh-city-saigon-to-phan-thiet,canceled,2023-08-08,12:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,paypal,5ed36d5fa2d633000140512d,Trung Nga,12.9,3.41,ho-chi-minh-city-saigon-to-phan-thiet,606aca5977a4b21a91326d07,TRUE,TRUE,2023-08-03 18:32:46.690000 UTC,2023-08-03 18:24:36.874000 UTC,
BW1276853,2023-08-03,phan-thiet-to-ho-chi-minh-city-saigon,canceled,2023-08-04,1:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5ed36d5fa2d633000140512d,Trung Nga,19.9,13.12,ho-chi-minh-city-saigon-to-phan-thiet,606aca5977a4b21a91326d07,TRUE,TRUE,2023-08-03 11:55:43.535000 UTC,2023-08-03 10:12:25.222000 UTC,
BW1276515,2023-08-03,hanoi-to-ha-giang,canceled,2023-08-03,21:00:00,2,online cancel -,,credit card,5eaead869c3b93000118dba5,Quang Nghi,26.9,0,ha-giang-to-hanoi,62b959f4e829c47223c92575,TRUE,TRUE,2023-08-03 10:58:58.800000 UTC,2023-08-03 07:18:03.740000 UTC,
BW1277946,2023-08-03,sihanoukville-to-koh-rong-samloem,approved,2023-08-06,14:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c1b5d58fe52ba0001ec508b,Buva Sea,35.06,23.46,koh-rong-samloem-to-sihanoukville,5c50203b609d223a0795f790,FALSE,TRUE,2023-08-03 18:29:11.737000 UTC,2023-08-03 17:35:18.699000 UTC,
BW1276350,2023-08-03,guatemala-city-to-antigua,approved,2023-08-03,13:30:00,1,,departure_does_not_exists,credit card,603e1e4cd50d760001cea4cc,GuateGo,19.9,13.12,antigua-to-guatemala-city,603e3d8a419f478e07bdc422,TRUE,FALSE,,2023-08-03 19:23:42.414000 UTC,2023-08-03 15:29:08.907000 UTC
BW1277141,2023-08-03,san-salvador-to-guatemala-city,canceled,2023-08-12,6:00:00,5,online cancel - My plans changed,,credit card,60767f5eb4414200015d8291,Transporte del Sol,139.86,96.8,guatemala-city-to-san-salvador,607684c62075325fecd9496a,FALSE,FALSE,2023-08-06 04:06:56.712000 UTC,2023-08-03 13:22:17.674000 UTC,
BW1276497,2023-08-03,san-jose-to-manuel-antonio,canceled,2023-08-04,8:00:00,1,online cancel - I found a cheaper trip elsewhere,,credit card,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,35.4,21.05,manuel-antonio-to-san-jose,615c1ff20925f37b7577f0a4,TRUE,TRUE,2023-08-04 02:28:19.919000 UTC,2023-08-03 07:08:05.452000 UTC,
BW1278130,2023-08-03,manuel-antonio-to-san-jose,canceled,2023-08-22,8:00:00,2,online cancel -,,paypal,615c09f57be4560001cfd20a,Paradise Shuttle Costa Rica,70.9,0,manuel-antonio-to-san-jose,615c1ff20925f37b7577f0a4,TRUE,TRUE,2023-08-03 20:17:37.400000 UTC,2023-08-03 19:21:07.408000 UTC,
BW1277699,2023-08-03,mazatlan-to-la-paz-1,canceled,2023-08-04,16:00:00,2,,fully_booked,credit card,616d2d5344ad410001e208f9,Baja Ferries MX,224.34,0,la-paz-1-to-mazatlan,616d356142a2cba4007f16f5,TRUE,FALSE,,,2023-08-03 18:04:34.027000 UTC
BW1276931,2023-08-03,santa-marta-to-cartagena,canceled,2023-08-05,6:00:00,4,online cancel - My plans changed,,credit card,61c2d36f2be7c92e71f3004c,Agencia Operadora de Viajes,244.79,204.11,cartagena-to-santa-marta,61c2e2341af41969086f9732,TRUE,FALSE,2023-08-04 17:32:36.316000 UTC,2023-08-03 10:49:16.257000 UTC,
BW1278232,2023-08-03,kuala-lumpur-to-singapore,approved,2023-08-29,12:00:00,1,online cancel - My plans changed,,paypal,635be1d2738f0901b5e1971c,Super Nice Express,19.88,13.21,kuala-lumpur-to-singapore,635c5f58729540326aa28ed0,FALSE,TRUE,2023-08-06 04:20:23.518000 UTC,2023-08-03 20:42:09.386000 UTC,
BW1276661,2023-08-03,hua-hin-to-phuket,canceled,2023-08-06,22:00:00,3,online cancel -,,credit card,62431e054ec2bb22ca2f445f,Montanatip Tour & Travel,97.18,0,hua-hin-to-phuket,62dfba301f47973d7820da83,TRUE,FALSE,2023-08-03 08:35:05.813000 UTC,,
BW1278179,2023-08-03,mahmutlar-to-antalya,canceled,2023-08-06,2:00:00,4,online cancel -,,credit card,6294a0202f27cc36179d0733,Bizim Transfer,37.73,0,antalya-to-mahmutlar,6294a6c977cfb98175b36f02,TRUE,FALSE,2023-08-04 19:26:49.629000 UTC,,
BW1278153,2023-08-03,mahmutlar-to-antalya,canceled,2023-08-05,16:00:00,1,online cancel - No response to inqueries. Poor service.,,credit card,6294a0202f27cc36179d0733,Bizim Transfer,10.86,0,antalya-to-mahmutlar,6294a6c977cfb98175b36f02,TRUE,FALSE,2023-08-04 10:29:34.925000 UTC,,
BW1275651,2023-08-03,puerto-viejo-de-talamanca-to-boquete,canceled,2023-08-17,8:00:00,1,online cancel - My plans changed,,credit card,62a2331b6a9ce99396df2c7e,Travel Site,52.23,0.01,boquete-to-puerto-viejo-de-talamanca,63876fba441731a42b229102,TRUE,TRUE,2023-08-03 14:01:21.692000 UTC,2023-08-02 21:01:33.413000 UTC,
BW1278028,2023-08-03,bocas-del-toro-1-to-puerto-viejo-de-talamanca,canceled,2023-08-30,11:30:00,2,online cancel - My plans changed,,credit card,62a2331b6a9ce99396df2c7e,Travel Site,45.83,-0.12,bocas-del-toro-1-to-puerto-viejo-de-talamanca,62a23b6dee68d54932b67d3b,TRUE,TRUE,2023-08-04 14:29:44.122000 UTC,2023-08-03 18:23:51.254000 UTC,
BW1277967,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-05,16:30:00,1,,fully_booked,credit card,61e68adc8eb9d375acd24f97,CTM Bus,20.2,0,chefchaouen-to-fes-1,6475ddc9b0f22b01cfe9bc89,FALSE,FALSE,,,2023-08-03 20:05:37.611000 UTC
BW1276546,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-05,8:00:00,2,,not_approved_on_time,credit card,61e68adc8eb9d375acd24f97,CTM Bus,38.5,0,chefchaouen-to-fes-1,6475ddc9b0f22b01cfe9bc89,FALSE,FALSE,,,2023-08-06 05:13:19.233000 UTC
BW1277754,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-04,11:00:00,1,,fully_booked,credit card,61e68adc8eb9d375acd24f97,CTM Bus,20.2,0,chefchaouen-to-fes-1,6475ddc9b0f22b01cfe9bc89,FALSE,FALSE,,,2023-08-03 16:22:50.560000 UTC
BW1277044,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-15,8:00:00,2,online cancel - You inform me there is no availability,,credit card,61e68adc8eb9d375acd24f97,CTM Bus,42.16,0,chefchaouen-to-fes-1,6475ddc9b0f22b01cfe9bc89,FALSE,FALSE,2023-08-03 13:48:49.539000 UTC,,
BW1276826,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-13,8:00:00,1,online cancel - J'ai reçu un texto de +212 620-180221 qui me demandait d'annuler la reservation car il n'y avait plus de siège disponible.,,credit card,61e68adc8eb9d375acd24f97,CTM Bus,20.2,0,chefchaouen-to-fes-1,6475ddc9b0f22b01cfe9bc89,FALSE,FALSE,2023-08-03 12:51:16.515000 UTC,,
BW1275805,2023-08-03,chefchaouen-to-tangier,canceled,2023-08-05,15:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,61e68adc8eb9d375acd24f97,CTM Bus,14.93,0,chefchaouen-to-tangier,6475deceb0f22bc24ee9d3e5,FALSE,FALSE,2023-08-03 09:58:03.525000 UTC,,
BW1276746,2023-08-03,fes-1-to-chefchaouen,canceled,2023-08-04,16:30:00,1,,fully_booked,credit card,61e68adc8eb9d375acd24f97,CTM Bus,19.35,0,chefchaouen-to-fes-1,61e68cc486c1e54ed163b272,FALSE,FALSE,,,2023-08-03 11:47:55.067000 UTC
BW1276203,2023-08-03,meknes-to-casablanca,canceled,2023-08-03,13:17:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,61e67b86458fbf5395718b11,ONCF Voyages,29.02,0,casablanca-to-meknes,62a3873f840be178159d9f61,FALSE,FALSE,2023-08-03 04:22:02.419000 UTC,,
BW1277723,2023-08-03,puerto-viejo-de-talamanca-to-bocas-del-toro-1,canceled,2023-09-30,7:50:00,1,online cancel - My plans changed,,credit card,635a18ade9e310c75dc3fe78,Caribe Extreme,21.9,0.01,bocas-del-toro-1-to-puerto-viejo-de-talamanca,64a6d10c575a7ea561adcbb5,TRUE,TRUE,2023-08-03 21:38:12.028000 UTC,2023-08-03 15:49:46.600000 UTC,
BW1277085,2023-08-03,puerto-viejo-de-talamanca-to-bocas-del-toro-1,canceled,2023-09-01,7:50:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,635a18ade9e310c75dc3fe78,Caribe Extreme,21.9,0.01,bocas-del-toro-1-to-puerto-viejo-de-talamanca,64a6d10c575a7ea561adcbb5,TRUE,TRUE,2023-08-03 15:52:41.719000 UTC,2023-08-03 11:55:56.678000 UTC,
BW1277323,2023-08-03,tignes-to-geneva,declined,2023-08-14,1:00:00,7,,other,credit card,6384465eb36bf8c2d94aec0f,Loyal Transfers,375.43,0,geneva-to-tignes,63845aa129fbe7229465abb1,TRUE,FALSE,,,2023-08-03 14:05:29.216000 UTC
BW1276508,2023-08-03,mombasa-to-nairobi,canceled,2023-08-18,15:00:00,2,,fully_booked,credit card,63846bbab36bf8bc0f4aec17,Kenya Railways,51.58,0,mombasa-to-nairobi,6384864a29fbe7553972bb48,FALSE,FALSE,,,2023-08-03 09:12:44.886000 UTC
BW1277864,2023-08-03,fortaleza-to-jericoacoara,canceled,2023-08-04,7:30:00,2,,pickup_location_not_supported,credit card,639aad4265795e23c698828c,Sim7 Turismo e Viagens,52.14,0,fortaleza-to-jericoacoara,638b14f330b856473d1eaabe,TRUE,FALSE,,,2023-08-03 18:12:34.106000 UTC
BW1276803,2023-08-03,hue-to-da-nang,canceled,2023-08-05,11:30:00,4,online cancel - My plans changed,,credit card,63c6ba224a9fe2474050eae2,Hung Thinh Phat Limousine,41.33,-0.09,da-nang-to-hue,64b64f9245909988218703c3,TRUE,FALSE,2023-08-04 04:17:00.373000 UTC,2023-08-03 09:53:51.634000 UTC,
BW1276201,2023-08-03,nairobi-to-mombasa,canceled,2023-08-04,22:30:00,2,online cancel - My plans changed,,credit card,63ffa9e61e36e07ced18fb95,Coast Bus,32.22,0,mombasa-to-nairobi,63ffb4f28cb43f9dfff0876f,FALSE,FALSE,2023-08-03 06:23:44.773000 UTC,,
BW1277269,2023-08-03,mombasa-to-nairobi,canceled,2023-08-04,22:00:00,1,,not_approved_on_time,credit card,63ffa9e61e36e07ced18fb95,Coast Bus,17.06,0,mombasa-to-nairobi,63ffb4f28cb43f9dfff0876f,FALSE,FALSE,,,2023-08-04 05:27:58.516000 UTC
BW1276314,2023-08-03,cairo-to-luxor,canceled,2023-08-04,10:00:00,1,,fully_booked,credit card,63e88aaf6bd0a18eeb03b621,Egyptian National Railways,55.01,0,cairo-to-luxor,6361095fde06ee20c210d3fc,FALSE,FALSE,,,2023-08-03 22:14:14.726000 UTC
BW1275931,2023-08-03,antigua-guatemala-to-el-paredon,approved,2023-08-03,14:00:00,2,,pickup_location_not_supported,paypal,64665e780db82dd5626c40ed,Aerointer Guatemala,31.4,22,antigua-guatemala-to-el-paredon,6466e9eccf39b306a7361ec6,FALSE,FALSE,,2023-08-03 15:24:23.088000 UTC,2023-08-03 12:36:11.224000 UTC
BW1277270,2023-08-03,da-nang-to-da-lat,canceled,2023-08-04,17:30:00,1,,fully_booked,credit card,5d381cde2eb77d00012cc637,Futa Bus,19.09,0,da-lat-to-da-nang,5dd554ff757f160bcd9c5eb2,TRUE,FALSE,,,2023-08-03 14:34:05.255000 UTC
BW1277253,2023-08-03,ho-chi-minh-city-saigon-to-nha-trang,canceled,2023-08-04,23:00:00,1,,fully_booked,credit card,5d381cde2eb77d00012cc637,Futa Bus,17.06,0,ho-chi-minh-city-saigon-to-nha-trang,626924c57b2ebad7542e6e4b,TRUE,FALSE,,,2023-08-03 14:33:33.556000 UTC
BW1276552,2023-08-03,da-lat-to-can-tho,canceled,2023-08-14,20:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5d381cde2eb77d00012cc637,Futa Bus,26.26,0,can-tho-to-da-lat,5d42895d20388d091284449a,TRUE,FALSE,2023-08-03 07:52:35.394000 UTC,,
BW1276252,2023-08-03,can-tho-to-da-lat,canceled,2023-08-04,20:00:00,4,,fully_booked,credit card,5d381cde2eb77d00012cc637,Futa Bus,99.63,0,can-tho-to-da-lat,5d42895d20388d091284449a,TRUE,FALSE,,,2023-08-03 10:58:27.842000 UTC
BW1276230,2023-08-03,ninh-binh-to-hue,canceled,2023-08-04,19:30:00,2,,fully_booked,credit card,6492f9400db82d9ff86c46c6,Ninh Binh Footprint,49.28,0,hue-to-ninh-binh,649300747fb2c243854f125e,TRUE,FALSE,,,2023-08-03 06:27:29.109000 UTC
BW1277508,2023-08-03,kandy-to-colombo,canceled,2023-08-20,10:40:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",other,credit card,5fe45b5b7282a4000181cb83,Sri Lanka Railways,34.91,0,colombo-to-kandy,649a9d1b12d28e3517094dc6,FALSE,FALSE,2023-08-04 06:12:03.239000 UTC,,2023-08-03 15:20:29.029000 UTC
BW1109606,2023-05-29,split-to-dubrovnik,canceled,2023-06-09,7:30:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),116.49,0,dubrovnik-to-split,5b7972d279c7ae437308ffc6,TRUE,TRUE,2023-05-29 15:24:37.410000 UTC,2023-05-29 00:24:53.744000 UTC,
BW1111368,2023-05-29,hvar-to-split,canceled,2023-06-01,10:15:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),27.36,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-05-29 16:37:35.236000 UTC,2023-05-29 14:57:07.525000 UTC,
BW1112276,2023-05-29,split-to-hvar,canceled,2023-05-31,11:45:00,4,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),205.6,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-05-29 19:46:11.875000 UTC,2023-05-29 19:33:17.372000 UTC,
BW1110555,2023-05-29,split-to-hvar,canceled,2023-06-02,11:45:00,4,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),103.75,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-05-29 09:53:56.977000 UTC,2023-05-29 09:52:26.506000 UTC,
BW1110325,2023-05-29,split-to-hvar,canceled,2023-05-29,16:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,digital wallet,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),27.36,5.95,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-05-29 08:49:05.764000 UTC,2023-05-29 08:13:42.933000 UTC,
BW1110413,2023-05-29,split-to-hvar,canceled,2023-05-31,16:00:00,2,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),52.82,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-05-29 08:53:39.036000 UTC,2023-05-29 08:50:36.516000 UTC,
BW1110993,2023-05-29,hvar-to-split,canceled,2023-08-12,7:50:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),52.8,0,hvar-to-split,5b79711379c7ae6ba508ffc0,TRUE,TRUE,2023-07-04 17:13:24.131000 UTC,2023-05-29 12:56:17.605000 UTC,
BW1110248,2023-05-29,hvar-to-korcula,canceled,2023-05-30,11:15:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),52.82,0,hvar-to-korcula,5d2b3b213a4068632474fe9f,TRUE,TRUE,2023-05-29 08:19:14.856000 UTC,2023-05-29 07:36:18.759000 UTC,
BW1112274,2023-05-29,korcula-to-split,canceled,2023-06-27,18:20:00,5,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),153.54,0,korcula-to-split,5d1caf2b9a691cb168d20da0,TRUE,TRUE,2023-06-23 07:04:19.308000 UTC,2023-05-29 19:33:56.222000 UTC,
BW1109814,2023-05-29,split-to-korcula,canceled,2023-06-05,10:00:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),65.56,-0.26,korcula-to-split,5d1caf2b9a691cb168d20da0,TRUE,TRUE,2023-06-03 21:48:31.144000 UTC,2023-05-29 02:46:07.445000 UTC,
BW1111600,2023-05-29,bol-brac-island-to-dubrovnik,canceled,2023-09-16,8:30:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),116.49,0,bol-brac-island-to-dubrovnik,60478bd444b90791bbc822fc,TRUE,TRUE,2023-07-24 18:20:57.771000 UTC,2023-05-29 15:57:40.349000 UTC,
BW1109644,2023-05-29,pula-to-zadar,canceled,2023-06-25,7:00:00,2,online cancel - My plans changed,,credit card,5936a4d3f8b37200073a0cf1,Krilo (Kapetan Luka),69.48,0,pula-to-zadar,60fd24fcdbb749c557de99e1,TRUE,TRUE,2023-05-29 04:31:11.959000 UTC,2023-05-29 00:58:38.690000 UTC,
BW1109685,2023-05-29,koh-samui-to-koh-phangan,canceled,2023-06-30,14:30:00,1,online cancel - My plans changed,,credit card,5ab45a22d494be00013a59f1,Seatran Discovery,12.38,0.16,koh-phangan-to-koh-samui,5ae62e7a4120a90001e5cabe,TRUE,FALSE,2023-06-17 05:00:08.794000 UTC,2023-05-29 01:24:36.201000 UTC,
BW1111073,2023-05-29,da-nang-to-hoi-an,canceled,2023-06-01,14:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,digital wallet,5b03e6fab30fdb0001f3c69a,Barri Ann Travel,7.92,0,da-nang-to-hoi-an,62a814978e8763715b667a96,TRUE,FALSE,2023-05-30 07:57:30.749000 UTC,2023-05-30 02:15:11.293000 UTC,
BW1110554,2023-05-29,bangkok-to-siem-reap,canceled,2023-06-23,8:00:00,2,online cancel - My plans changed,,credit card,5b34dc5cdf3f6d0001d6b610,Travel Mart,74.5,0.87,bangkok-to-siem-reap,5bbe0d129aaa20d5ea202e22,TRUE,FALSE,2023-06-19 08:42:20.621000 UTC,2023-05-29 09:56:40.702000 UTC,
BW1111285,2023-05-29,cozumel-to-playa-del-carmen,canceled,2023-06-22,16:00:00,3,online cancel - My plans changed,,credit card,5bbf3b8372b33b0001ba50bf,Ultramar,36.38,-0.55,cozumel-to-playa-del-carmen,6388bcabee96cc3c435efe6f,TRUE,FALSE,2023-06-13 13:10:13.305000 UTC,2023-05-29 14:24:04.004000 UTC,
BW1112415,2023-05-29,cancun-to-isla-mujeres,canceled,2023-05-30,9:30:00,3,online cancel - I’m looking for a different type of transportation,,credit card,5bbf3b8372b33b0001ba50bf,Ultramar,79.57,0,cancun-to-isla-mujeres,5bbf58ecc78741002a0d2e6f,TRUE,FALSE,2023-05-29 23:47:27.739000 UTC,2023-05-29 20:29:26.212000 UTC,
BW1112171,2023-05-29,bangkok-to-koh-phangan,approved,2023-08-03,19:00:00,3,,rate_difference,paypal,5bfe44726111900001f4f19c,Paradive Travel,94.72,92.66,bangkok-to-koh-phangan,5bfe89a65c682426822a7dd4,TRUE,FALSE,,2023-06-30 02:49:40.382000 UTC,2023-06-29 03:08:10.384000 UTC
BW1110459,2023-05-29,phong-nha-to-hue,canceled,2023-05-30,19:00:00,1,online cancel - I found a cheaper trip elsewhere,,credit card,5c3b2dd3fe52ba0001ee4370,Full Moon Party,16.8,11.12,hue-to-phong-nha,6412fe2335275c3363e8556d,TRUE,FALSE,2023-05-29 14:40:09.362000 UTC,2023-05-29 09:32:46.361000 UTC,
BW1109945,2023-05-29,cebu-to-bohol,canceled,2023-05-29,18:40:00,1,,fully_booked,credit card,5c6147b2967ae90001ca6702,OceanJet,18.22,0,bohol-to-cebu,5c614b18f754b7954230fc35,FALSE,FALSE,,,2023-05-29 04:55:27.097000 UTC
BW1110283,2023-05-29,siquijor-to-bohol,canceled,2023-05-31,8:20:00,6,online cancel - I found a cheaper trip elsewhere,,credit card,5c6147b2967ae90001ca6702,OceanJet,99.35,0,bohol-to-siquijor,5e525cd56cb5e0e6ab1fc618,FALSE,FALSE,2023-05-29 07:57:07.534000 UTC,,
BW1109789,2023-05-29,iloilo-panay-island-to-bacolod,canceled,2023-06-01,17:30:00,1,"online cancel - Booking error (wrong date, departure time, etc.)",,credit card,5c6147b2967ae90001ca6702,OceanJet,18.14,0,bacolod-to-iloilo-panay-island,61c1b4780cedb4b682c8783a,FALSE,FALSE,2023-05-29 02:28:47.830000 UTC,,
BW1110280,2023-05-29,el-nido-to-puerto-princesa,canceled,2023-06-04,17:30:00,2,online cancel - Flight was cancelled,,credit card,5c6a818f96280f00014a162a,Eulen Joy Express,27.57,0,el-nido-to-puerto-princesa,5c73b5d0ccbc4a480b1108e7,TRUE,FALSE,2023-05-29 14:34:50.829000 UTC,2023-05-29 07:51:24.383000 UTC,
BW1110520,2023-05-29,puerto-princesa-to-el-nido,canceled,2023-06-06,7:30:00,1,online cancel - My plans changed,,credit card,5c6a818f96280f00014a162a,Eulen Joy Express,27.63,0.06,el-nido-to-puerto-princesa,5c73b2edccbc4a143c1106b8,TRUE,FALSE,2023-06-03 12:54:53.425000 UTC,2023-05-29 09:57:14.073000 UTC,
BW1111738,2023-05-29,sapa-to-hanoi,canceled,2023-06-03,22:27:00,3,online cancel -,,credit card,5d5a9490869e11000158063b,Sao Viet,56.32,0,hanoi-to-sapa,5d5a9e28e3e2fae93af61c42,TRUE,FALSE,2023-05-29 16:25:58.993000 UTC,,
BW1109964,2023-05-29,sorrento-to-rome,canceled,2023-07-03,8:00:00,3,online cancel - My plans changed,,credit card,5cecdead09876c0001b1c6f7,Enjoy Travelling,277.8,0,rome-to-sorrento,5cecea97015d13b66bdb237c,TRUE,FALSE,2023-06-23 23:55:51.126000 UTC,2023-05-29 16:12:30.066000 UTC,
BW1112272,2023-05-29,cusco-to-la-paz-2,canceled,2023-06-22,22:15:00,1,online cancel - My plans changed,,credit card,5d1cd5537729940001aafbb4,Transzela,32.72,-0.02,cusco-to-la-paz-2,5d1ce1333a3cf8369c01ffc2,TRUE,FALSE,2023-06-02 15:08:53.637000 UTC,2023-05-29 19:28:37.380000 UTC,
BW1110476,2023-05-29,cusco-to-la-paz-2,canceled,2023-06-10,22:15:00,4,online cancel - My plans changed,,credit card,5d1cd5537729940001aafbb4,Transzela,125.19,0.89,cusco-to-la-paz-2,5d1ce1333a3cf8369c01ffc2,TRUE,FALSE,2023-06-04 16:56:35.416000 UTC,2023-05-29 09:26:28.871000 UTC,
BW1112310,2023-05-29,arequipa-to-cusco,canceled,2023-07-24,20:30:00,2,online cancel - My plans changed,,paypal,5d1cd5537729940001aafbb4,Transzela,56.72,-1.12,arequipa-to-cusco,5d1ce6a2d4e97fb3da9616a9,TRUE,FALSE,2023-07-21 02:52:35.012000 UTC,2023-05-29 19:48:34.635000 UTC,
BW1110082,2023-05-29,ho-chi-minh-city-saigon-to-nha-trang,canceled,2023-06-01,20:00:00,1,,fully_booked,credit card,5d381cde2eb77d00012cc637,Futa Bus,15.23,0,ho-chi-minh-city-saigon-to-nha-trang,626924c57b2ebad7542e6e4b,TRUE,FALSE,,,2023-05-30 09:28:06.217000 UTC
BW1111142,2023-05-29,ho-chi-minh-city-saigon-to-nha-trang,canceled,2023-06-02,22:30:00,3,online cancel - My plans changed,fully_booked,credit card,5de65e88e1a95800012b5d91,iHome Transfer,80.18,0,ho-chi-minh-city-saigon-to-nha-trang,63ad88c8c00e59125e721962,FALSE,FALSE,2023-05-31 09:34:16.134000 UTC,,2023-05-30 01:49:20.354000 UTC
